2025-11-06 20:22:57 - INFO - Training Configuration:
2025-11-06 20:22:57 - INFO - d_model: 128
2025-11-06 20:22:57 - INFO - n_head: 4
2025-11-06 20:22:57 - INFO - n_enc_layers: 2
2025-11-06 20:22:57 - INFO - n_dec_layers: 2
2025-11-06 20:22:57 - INFO - d_ff: 512
2025-11-06 20:22:57 - INFO - dropout: 0.1
2025-11-06 20:22:57 - INFO - batch_size: 16
2025-11-06 20:22:57 - INFO - epochs: 5
2025-11-06 20:22:57 - INFO - lr: 0.001
2025-11-06 20:22:57 - INFO - seed: 42
2025-11-06 20:22:58 - WARNING - Using the latest cached version of the module from /home/ic611/.cache/huggingface/modules/datasets_modules/datasets/iwslt2017/03ce9110373117c6f6687719f49f269486a8cd49dcad2527993a316cd4b6ad49 (last modified on Mon Nov  3 20:00:35 2025) since it couldn't be found locally at iwslt2017, or remotely on the Hugging Face Hub.
2025-11-06 20:23:13 - INFO - vocab size: 321997
2025-11-06 20:24:03 - INFO - Epoch 1/5, Batch 500, Loss: 3.6524
2025-11-06 20:24:47 - INFO - Epoch 1/5, Batch 1000, Loss: 3.3857
2025-11-06 20:25:30 - INFO - Epoch 1/5, Batch 1500, Loss: 3.2418
2025-11-06 20:26:13 - INFO - Epoch 1/5, Batch 2000, Loss: 3.1508
2025-11-06 20:26:56 - INFO - Epoch 1/5, Batch 2500, Loss: 3.0806
2025-11-06 20:27:40 - INFO - Epoch 1/5, Batch 3000, Loss: 3.0196
2025-11-06 20:28:23 - INFO - Epoch 1/5, Batch 3500, Loss: 2.9767
2025-11-06 20:29:06 - INFO - Epoch 1/5, Batch 4000, Loss: 2.9351
2025-11-06 20:29:49 - INFO - Epoch 1/5, Batch 4500, Loss: 2.9050
2025-11-06 20:30:32 - INFO - Epoch 1/5, Batch 5000, Loss: 2.8803
2025-11-06 20:31:15 - INFO - Epoch 1/5, Batch 5500, Loss: 2.8538
2025-11-06 20:32:00 - INFO - Epoch 1/5, Batch 6000, Loss: 2.8276
2025-11-06 20:32:43 - INFO - Epoch 1/5, Batch 6500, Loss: 2.8056
2025-11-06 20:33:27 - INFO - Epoch 1/5, Batch 7000, Loss: 2.7836
2025-11-06 20:34:12 - INFO - Epoch 1/5, Batch 7500, Loss: 2.7640
2025-11-06 20:34:57 - INFO - Epoch 1/5, Batch 8000, Loss: 2.7479
2025-11-06 20:35:41 - INFO - Epoch 1/5, Batch 8500, Loss: 2.7315
2025-11-06 20:36:25 - INFO - Epoch 1/5, Batch 9000, Loss: 2.7153
2025-11-06 20:37:08 - INFO - Epoch 1/5, Batch 9500, Loss: 2.6973
2025-11-06 20:37:52 - INFO - Epoch 1/5, Batch 10000, Loss: 2.6821
2025-11-06 20:38:34 - INFO - Epoch 1/5, Batch 10500, Loss: 2.6670
2025-11-06 20:39:17 - INFO - Epoch 1/5, Batch 11000, Loss: 2.6531
2025-11-06 20:40:00 - INFO - Epoch 1/5, Batch 11500, Loss: 2.6395
2025-11-06 20:40:43 - INFO - Epoch 1/5, Batch 12000, Loss: 2.6284
2025-11-06 20:41:27 - INFO - Epoch 1/5, Batch 12500, Loss: 2.6155
2025-11-06 20:42:01 - INFO - Epoch 1/5, Train Loss: 2.6047, Validation Loss: 2.6155, Accuracy: 0.2698, Time: 1123.09s
2025-11-06 20:42:03 - INFO - Saved best model to ./results/20251106_202257/best_transformer.pt
2025-11-06 20:42:03 - INFO - Best Validation Loss: 2.2714, Best PPL: 9.692568404066007
2025-11-06 20:42:47 - INFO - Epoch 2/5, Batch 500, Loss: 2.0901
2025-11-06 20:43:29 - INFO - Epoch 2/5, Batch 1000, Loss: 2.0941
2025-11-06 20:44:13 - INFO - Epoch 2/5, Batch 1500, Loss: 2.0940
2025-11-06 20:44:56 - INFO - Epoch 2/5, Batch 2000, Loss: 2.0945
2025-11-06 20:45:40 - INFO - Epoch 2/5, Batch 2500, Loss: 2.0874
2025-11-06 20:46:25 - INFO - Epoch 2/5, Batch 3000, Loss: 2.0816
2025-11-06 20:47:08 - INFO - Epoch 2/5, Batch 3500, Loss: 2.0851
2025-11-06 20:47:51 - INFO - Epoch 2/5, Batch 4000, Loss: 2.0825
2025-11-06 20:48:35 - INFO - Epoch 2/5, Batch 4500, Loss: 2.0820
2025-11-06 20:49:17 - INFO - Epoch 2/5, Batch 5000, Loss: 2.0810
2025-11-06 20:50:01 - INFO - Epoch 2/5, Batch 5500, Loss: 2.0796
2025-11-06 20:50:44 - INFO - Epoch 2/5, Batch 6000, Loss: 2.0775
2025-11-06 20:51:28 - INFO - Epoch 2/5, Batch 6500, Loss: 2.0769
2025-11-06 20:52:11 - INFO - Epoch 2/5, Batch 7000, Loss: 2.0774
2025-11-06 20:52:55 - INFO - Epoch 2/5, Batch 7500, Loss: 2.0759
2025-11-06 20:53:40 - INFO - Epoch 2/5, Batch 8000, Loss: 2.0734
2025-11-06 20:54:24 - INFO - Epoch 2/5, Batch 8500, Loss: 2.0703
2025-11-06 20:55:08 - INFO - Epoch 2/5, Batch 9000, Loss: 2.0692
2025-11-06 20:55:52 - INFO - Epoch 2/5, Batch 9500, Loss: 2.0686
2025-11-06 20:56:35 - INFO - Epoch 2/5, Batch 10000, Loss: 2.0667
2025-11-06 20:57:18 - INFO - Epoch 2/5, Batch 10500, Loss: 2.0659
2025-11-06 20:58:01 - INFO - Epoch 2/5, Batch 11000, Loss: 2.0662
2025-11-06 20:58:46 - INFO - Epoch 2/5, Batch 11500, Loss: 2.0635
2025-11-06 20:59:29 - INFO - Epoch 2/5, Batch 12000, Loss: 2.0612
